id,username,text,sentimen,label
913,Jaje Tujak,sudah hidup bakal gini lebih baik berita covid dihilangkan covid hilang,negatif,-1
914,sikil buluk,mau langkah ekstrem gampang tutup semua akses keluar masuk warga jangan ada warga keluar rumah selama sebulan ada melanggar tembak mati gitu ekstrem nanti ujung ujungnya biar bentrok sana sama rakyat sendiri satu takut mati satunya terpaksa berani mati demi ekonomi,positif,1
915,k arpan,tipu bohong penuh kebohongan pemerintah sekarang ada mau demo lockdown zona merah corona buat menutupi kebohongan bohongi rakyat ingat azab pasti datang pemerintah bohong,negatif,-1
916,Odoy Jakarta,tidak lockdown sudah tahun lebih baru mau lockdown lucu korupsi bantuan sosial tidak ada berita bagaimana lanjut,negatif,-1
917,Risky Agasta,bisa berhenti sementara kredit cicilan tidak bukan malah nanti disuruh bayar bunga berhenti penuh dulu tidak amerika lockdown lockdown tidak bagus Ã°Ã¿Â¤Â¨,negatif,-1
918,Arie Sugianto,mau lockdown siapkan dulu dana buat para pekerja harian masih butuh makan hidup bukan hanya seenaknya suruh lockdown,negatif,-1
919,Jenss,berhenti berita corona berhenti anggaran corona hidup kembali normal,negatif,-1
920,PUJI MULYANI,memberi masukan pak pemerintah harus tegas menjalankan aturan sd tingkat rt rw melanggar beri hukuman pemerintah harus pro aktif sebagai penggerak pola hidup pencegahan disiplin kumpul ditingkat rt sekalipun sementara dilarang gotong royong tetangga kena covid sudah otomatis berlaku masyarakat saat tinggal rt rw koordinir semoga musibah cepat berlalu semua sehat selamat,positif,1
921,charly setiaku,lockdown masyarakat mall buka mantap,negatif,-1
922,charly setiaku,sekarang baru lockdown lucu sekali sudah duga habis lockdown vaksin besaran habis anggap aman menjual bisnis,negatif,-1
923,mas sigit,pemerintah mati kelaparan akibat lockdown asal tidak mati covid,negatif,-1
924,Rafly Dzulkarnaen,lockdown telat sekali kemana mendingan tambah angka covid tes covid uang membersihkan tes covid uang hasil tes positif covid masuk rumah sakit uang mati dikubur pakai protokol covid uang uang uang uang,negatif,-1
925,Herman Prikitiw,tidak peduli sekali corona buat bisnis para pejabat,negatif,-1
926,Nuri Redmi,biar masyarakat mati semua kelaparan,negatif,-1
927,Yunita Alvie,lockdown merah hitam zona,positif,1
928,Alin Eko Saptono,jangan rakyat obok,negatif,-1
929,Alin Eko Saptono,menurut berhenti warga negara asing masuk indonesia baru rakyat turut pak tidak lockdown warga negara asing melenggang enaknya masuk negara,positif,1
930,Alin Eko Saptono,lockdown sudah siap beri makan rakyatnya perlu dipikirkan banyak melanggar orang berduit tidak punya uang tidak mungkin kemana,positif,1
931,reza irawan,pikir tidak perlu lockdown kasihan rakyat kecil susah cari nafkah biarkan terpapar covid cari nafkah susah,netral,0
932,ASNAN IFIT,semakin lucu tindakan aturannya pemerintah sekarang niat lockdown baru sekarang tidak awal ada corona masa menunggu ceritanya supaya panjang dulu baru selesai lockdown payah,negatif,-1
933,Aulia F,segera lockdown pak mengurangi angka penyebaran,positif,1
934,Erik Sitohang,para penjabat lockdown enak diam rumah tetap dapat gaji rakyat biasa perantau pedagang mana bisa diam rumah kost perut lapar sedangkan bantuan kebanyakan tidak merata banyak nol,negatif,-1
935,TimeToMovie,sebelum lockdown selesaikan dulu kasus bantuan sosial biar uang korupsinya bisa beli beras dulu,positif,1
936,dijadija,lockdown percuma warga asing masih bebas masuk,negatif,-1
937,putri ganwani,sudah ketakutan baru sadar belajar orang india daerahnya berbahaya saat saat mau masuk rumah sakit secara halus sistem lelang uang beban ikut ampuh tidak perlu larang semua udah waspada,positif,1
938,Asep Deni,pasti pemerintah nanti salah masyarakat tidak patuh pemerintah sendiri tidak tegas,negatif,-1
939,Gatot Agung Imansyah,kebanyakan wacana,negatif,-1
940,Dimas Gunawan,bukan lockdown woody mematikan rezeki masyarakat gaya,negatif,-1
941,Yulio Permana,lockdown kebutuhan sampai minggu kedepan tanggung pusat turun signifikan,positif,1
942,Gedhang Goreng,punya nyali pemerintah indonesia sekarang lockdown,negatif,-1
943,Ucok Bejo,bahas udah terlambat tidak ada arti mau lockdown mau orang mana mau masuk indonesia lockdown orang asing masuk mau lockdown mau tutup semua tidak orang miskin tetap harus mati sudah jadi resiko jadi mau lockdown silahkan orang kecil tidak berpengaruh,negatif,-1
944,Darno Menyeng,biarin tidak perlu lockdown indonesia orang susah atur,positif,1
945,Ihdinal Mukti,lockdown tidak mau suruh pakai masker benar tidak mau sudah dibilang jangan mudik tidak dengar kasihan pemerintah pontang panting mikir buat rakyatnya biar tidak india warganya seenaknya semoga dijauhkan kondisi seperti india,positif,1
946,Bambang Pesek,tidak pengaruh corona selalu dimainkan sudah banyak pelakunya,positif,1
947,Hadi Widjaja,lockdown siap tidak memenuhi kebutuhan sehari hari makan listrik cicilan kredit negara lockdown rakyat semua kebutuhan penuhi pertama kedua virus udara sudah tidak ada virus sudah terlanjur manusianya lockdown setelah selesai lockdown virus menyebar antar manusianya sama percuma mau lockdown awal kasus terkonfirmasi jadi belum sempat menyebar kemana mana,positif,1
948,wahyu prabowo,manusia perlu makan makanan datang kerja dulu,netral,0
949,Firman Rakhidaya,lockdown indonesia memungkinkan masyarakat tetap rumah bekerja rumah sekolah rumah,positif,1
950,Demi Cinta,negara bisa penuh lockdown seperti negara bisa tidak,netral,0
951,NeLma Norita,lockdown sebulan demi menyelamatkan negeri jangan kelamaan mikir lihat malaysia singapura rela demi rakyat bukan cuma alasan ekonomi basi,positif,1
952,Marco Dev,harusnya beri sanksi buat melanggar,positif,1
953,lily,tidak menerapkan absen berantai setiap kartu keluarga jadi istirahat selama hari lihat reaksi bagaimana sehat dipisah sama harus istirahat pikir bakal cepat selesai masalah covid,positif,1
954,Bambang Surya,banyak sekali cerita bantu susahÂ¸ udah kaya pelit bicara lockdown pandai,negatif,-1
955,IMANIUM,bicara tanpa otak gampang,negatif,-1
956,Mangitua Sirait,donasi donasi massa saudara sebangsa tidak bisa,positif,1
957,aaaaa,gimana mau pulih terkadang orang luar masuk indonesia dibiarkan tambah malas tambah berantakan mikir covid,negatif,-1
958,Harry Yadi,penambahan cepat jumlah tes meningkat tajam,netral,0
959,Didik Suparyanto,lockdown bulan depan kerja buku erlangga belum sempat kirim semua sekolah,netral,0
960,amx amx2020,saran mau lockdown segera lockdown sebelum terlambat selama lockdown bikin dapur umum tiap rw kasih makan rakyat gratis sehari jangan bilang negara tidak punya uang berhutang negara berapa ratus triliun makan rakyat tidak masalah bayar hutang negara rakyat anak cucu jangan hitung buat makan rakyat,positif,1
961,Lalampa Lalamulu,tidak kebayang lockdown artinya semua aktivitas berhenti tidak ada aktivitas sama sekali seperti ibadah pekerjaan pabrik perdagangan seram lockdown,netral,0
962,Sartono Suwito,minum jahe kunyit makan ditempat hajatan semoga mati covid,netral,0
963,Wakhid Alfian,mau lockdown gimana nasib rakyat kecil,negatif,-1
964,Indra Lesmana,cukup zona merah lockdown tutup semua pom bensin zona merah yakin tidak banyak seliweran,positif,1
965,M.Rafik Chandra G,lockdown jangan masuk warga asing warga negara indonesia luar indonesia selama lockdown berlangsung pikir sendiri tidak mungkin varian varian baru covid masuk tidak ada ditempeli membawanya masuk negara varian alpa beta carlie delta echo mau sampai varian zero baru sadar semoga semua cepat berakhir kembali normal seperti dulu,positif,1
966,gojek muhidin,tidak lockdown warga susah atur lockdown bisa amuk,netral,0
967,Rina,lockdown pulau jawa,positif,1
968,Gladiator lima,apbn dikosongkan rakyat bisa covid tanpa uang anggaran,netral,0
969,Gladiator lima,lockdown hutang udah negara miskin tambah miskin,negatif,-1
970,agus suherman,negara miskin korupsi mau lockdown serius,negatif,-1
971,E-Art INDONESIA,covid ada para dokter masih bersandiwara,negatif,-1
972,Rami,wacana,negatif,-1
973,Usman Badriawan,sebagai kurir barang bekerja melanggar aturan lockdown benar terjadi terang lebih takut tidak bisa makan sama tidak punya uang covid,negatif,-1
974,Nyoman Sandiasa,pak lockdown sebelum makin banyak korban kasihan para tenaga kesehatan sudah kelelahan masalah ekonomi rasa jalan seperti tetap anjlok masalah pemenuhan kebutuhan pokok mohon bapak kerja keras pasti ada jalan sekian triliun uang dikorupsi masa tidak bisa memenuhi pangan saat lockdown,positif,1
975,Bakul Endox,mohon alat tes dicek keakuratannya jangan sampai salah vonis kebanyakan covid disekitar sudah punya riwayat sakit lansia fenomena masyarakat banyak sakit tidak mau berobat puskesmas rumah sakit pilih berobat klinik dokter praktik faktanya banyak sembuh,positif,1
976,Emhaf,mana berani lockdown khusus warga indonesia tenaga kerja asing bebas keluar masuk,negatif,-1
977,Alfius Alfius,pakai masker jaga jarak sering cuci tangan penting,positif,1
978,purnomo sidiq31,waduh tidak jadi tatap muka belajar,netral,0
979,Andre CS,lockdown kecamatan,positif,1
980,Abbi Haninhanum,lockdown perlu kawasan zona merah awas pertanyaan pancingan berupa jawaban bisa menggiring persepsi bahwa pendapat narasumber media sekarang bajingan,positif,1
981,Haerudin 321,terkonsep ketika lebaran lockdown pekan bandara pelabuhan stasiun terminal tutup jalan tol provinsi beton pasti aman zakat fitrah menajemen diam rumah bersabar sebentar disini pemerintah kebijakannya kurang tegas,positif,1
982,Xi JinpingÃ¤Â¹Â Ã¨Â¿âÃ¥Â¹Â³,tidak sekalian toko mall lockdown pak â biar aman,positif,1
983,Mari Positif,infrastruktur dihentikan dulu dana difokuskan penanganan covid,positif,1
984,Timbul Manurung,peningkatan covid banyaknya masyarakat tidak percaya adanya covid jadi tergantung masyarakat tidak sejalan kebijakan pemerintah pusat,positif,1
985,Magic Thinker,lockdown ekstrem anak bocah masih main jalan remaja kumpul bersama dewasa berkumpul kafe tidak ada hukuman hasil lockdown seperti,negatif,-1
986,Mark Welliams chaNNel,harusnya mudik jangan dilarang biarin pulang kampung semua sambil menerapkan lockdown kampung masih sampai kondusif baru datang,positif,1
987,Drini chanel,lockdown kusus zona merah taiwan,positif,1
988,sutiman hadi,vaksin dipercepat diseluruh indonesia masyarakat layanan kesehatan merata imun terhadap penyakit tersebut,positif,1
989,TEAM REVIEW,vaksin tidak mempan harus bagaimana hanya dagelan belaka,negatif,-1
990,Kois Alfaruq Chanel,aduh vaksin jalan corona makin parah buat vaksin,negatif,-1
991,jenggo jenggo,vaksin membuat varian baru vaksin tidak guna habis vaksin ada vonis positif jadi berpikirlah dulu bisa melonjak sehabis vaksin,negatif,-1
992,Indra Gunawan,mengkhayal stres ingin herd immunity paling cepat ujung ujungnya banyak mampus berakhir dosis kebanyakan kimia tubuh,negatif,-1
993,MatthewÃ¢â¢Â¦Ã¯Â¸Â0803,pret jelas baru selesai jangan bersitegang pandemi berakhir,negatif,-1
994,Modhus Khan,ketahuilah bangsat covid tidak pernah hilang musnah bumi,negatif,-1
995,Pedro Carasclau,salah satu kota terkutuk dengar bangsat percuma semua vaksin tidak sembuh total malahan sebaliknya terkena lebih parah,negatif,-1
996,ROARR,semoga keadaan cepat membaik udah tidak tahan ekonomi terseok,positif,1
997,Higgs Domino Island Scatter,ramai tidak suka berita corona,negatif,-1
998,ABCDEF Ã°Å¸ÅÅ¡,tolak vaksin tolak vaksin biar herd imun tidak tercapai sekolah tetap pembelajaran jarak jauh,negatif,-1
999,Oby Danete,perlu berapa vaksin ada varian baru vaksin berapa banyak jenis vaksin masuk tubuh tuhan,negatif,-1
1000,Gamer Halim,semoga cepat terkontrol lihat youtube tolong jaga jarak kesehatan pesan jangan bandel,positif,1
1001,Ahmad .S,wabah katanya berbahaya tidak ada vaksin pandemi katanya berbahaya tidak ada vaksin tempat banyak orang beraktivitas sehari hari tanpa masker angka kematian normal tingkat bahayanya,netral,0
1002,Ilaimas,teman kena covid masih hidup,netral,0
1003,Mehza Zkt,vaksin tahun keatas masih jakarta,positif,1
1004,Leonard Kencana,mohon dipahami bahwa herd imunity bukan kekal harus aktif dipelihara vaksin rutin,positif,1
1005,Lucia Multi,bagaimana memberi kepercaya kepada warga tempat mau vaksin sudah kasih lihat tanda bukti bahwa sudah vaksin tetap belum mau vaksin tempat ada kartu keluarga baru vaksin bisa dihitung sama jari,positif,1
1006,Jacked and Ripped,datang perumahan pintu pintu biar cepat tidak menimbulkan kerumunan,positif,1
1007,freework aja ya,bagaimana mana mau vaksin warga masih banyak tidak percaya covid ada sudah banyak korban berjatuhan,positif,1
1008,FILEM KEREN,semoga corona segera musnah muka bumi,netral,0
1009,Regabriel Tan,didaerah vaksin pertama sampai sekarang sudah berbulan hanya lansia vaksin umur tahun kapan mau vaksin usia tersebut tidak penting vaksin,positif,1
1010,mad fa'i,semoga wabah penyakit cepat kabur,netral,0
1011,Bambang Bambang,masyarakat golongan menengah bawah rumah pemerintah mampu memenuhi kebutuhan hidupnya sedikit sanksi urusan perut jangan anggap remeh bapak enak bicara rumah tantang pemerintah mau rumah asal cukupi kebutuhan hidup sekeluarga,negatif,-1
1012,tri frendika rishartama,mau membunuh rakyat kecil pemerintah mau berantas kemiskinan cara seperti sekali katanya vaksin mencegah covid habis vaksin malah banyak kena covid,negatif,-1
1013,Alexis Zurex,ngapain ppkm pak orang warga tidak peduli udah biar sakit semua mungkin nanti napas sudah megap kena covid baru bisa percaya mungkin,negatif,-1
1014,MatthewÃ¢â¢Â¦Ã¯Â¸Â0803,omong kosong semua pemerintah indonesia,negatif,-1
1015,Imam Basori,salah siapa negara sampai tidak mampu menyelesaikan tinggal minum kopi rokok lanjut tidur nikmat bangun tidur makan minum kopi lanjut tidur nikmat punya tabungan nol tabungan jawab sendiri,netral,0
1016,kho muin,ppkm darurat bagus tepat sekali sebab pemerintah mencukupi seluruh kebutuhan rakyatnya jadi jangan kawatir tidak kerja pemerintah sudah siapkan biaya hidup rakyat tinggal rebahan nonton televisi bayaran demikian cerpen balada covid,positif,1
1017,Karuhun,bincang bincang sudah setahun lebih kebijakan tidak ada tegas,negatif,-1
1018,Anto Korn,negara banyak orang pintar sedikit orang jujur adil jadi beban rakyat enak koar diatas bawah jadi korban,negatif,-1
1019,RINJANI FAMILY,tidak peduli sekali,negatif,-1
1020,Aselly Tegal,tenaga kerja asing urus jangan hanya bohong,negatif,-1
1021,Asika Indriono,selalu tumpang tindih tidak selalu memanfaatkan waktu dulu waktu psbb tidak memanfaatkan vaksin serentak paling tidak ppkm kedepan jadi setelah ppkm selesai minimal bisa mengurangi covid,negatif,-1
1022,Den bagus Nur,covid hilang berhenti melakukan tes covid,negatif,-1
1023,suud 1957,tidak ada harapan pasti ppkm berlanjut,negatif,-1
1024,mawar putih,tolak para turis asing coba pasti tidak berani ada uang buat pemerintah korupsi,negatif,-1
1025,Mujib Syaifullah,tugas mempertahankan hidup jadi tidak mau lockdown,negatif,-1
1026,mawar putih,tabungan sudah menipis gara usaha sepi,netral,0
1027,Twywywy Whwuwuuw,tetap optimis damailah indonesia,netral,0
1028,Anak Rantau 007,hidup indonesia bukan hidup dapat uang buat makan bukan pemerintah tidak peduli ada ppkm lockdown bosan kaya semakin kaya miskin semakin miskin,negatif,-1
1029,Ngaderjo 5758,banyak berotak cerdas banyak tidak jujur,negatif,-1
1030,Toni wey,bisa cegah penyakit cacingan buat aturan seketat apapun tidak buat hilang pedemi,negatif,-1
1031,Ajik Putra,sedangkan negara udah enak tidak pakai masker boleh lihat piala euro meraka udah sadar,positif,1
1032,Atiek Atiek,hajatan ppkm masih kerumunan hajatan,netral,0
1033,Dody Irawan,lihat bermanfaat ppkm menjadi menekan angka covid yakin bisa memberi dampak baik rakyat kecil sementara lockdown mini,netral,0
1034,Darius Bert,negara harus tegas terhadap siapapun melanggar aturan ppkm tugas tanggung jawab negara menjamin keselamatan warga negara,positif,1
1035,Siti Yulaikah,ekonomi lekas jalan ppkm bilang tidak boleh mudik,negatif,-1
1036,MEDIA INFORMASI,percuma mau ppkm sendiri tidak sadar diri masih suka pergi tidak pakai masker tidak mau jaga jarak singapura negara besar udah anggap covid jadi endemic seperti flu biasa,positif,1
1037,dnd Production,kebijakan putar putar cuma ganti istilah efektif tidak malah makin banyak positif makin banyak pengangguran ada sudah setahun lebih solusi,negatif,-1
1038,Rusly Tahir,mana ada virus bisa hilang cerdas mikir,negatif,-1
1039,Dea Ira,rakyat kecil menjerit pemerintah tidak mikir dulu sebelum bertindak,negatif,-1
1040,Raiden Himura,tidak mau berlarut larut nanti ketika lebaran haji jangan kumpul mendapatkan daging kasihan pemerintah disalahin rakyatnya tidak taat peraturan,positif,1
1041,Ashwin Zuskiyer,bantuan rakyat kecil bagaimana â sudah berjalan,netral,0
1042,zabila toys,bayar angsuran bank gimana angsuran ikut ppkm,netral,0
1043,AKAQI,ppkm para pejabat korupsi,negatif,-1
1044,Mochamad Hanibal,harusnya ada jaminan garansi pemerintah kepada kegagalan setelah dilakukan vaksin rakyatnya ada meninggal ada mendadak stroke setelah melakukan vaksin tanpa bantuan kepada keluarga korbannya,negatif,-1
1045,Walden Sinaga,kuncinya ada masyarakat kurang kesadaran pemerintah udah berusaha semaksimal mungkin,positif,1
1046,YANDI Yandi,percuma vaksin penanganannya tidak maksimal,negatif,-1
1047,aqefqef awdef,masa orang tidak bolehkan dagang gimana sektor berjalan gimana para pekerja dapat gaji gimana ekonomi berjalan rakyat miskin kaya bisa makan nanti sudah pemutusan hubungan kerja tidak dapat bantuan mending buka masker mati kelaparan bisa tindakan kriminal jadi tinggi,negatif,-1
1048,Yoga Bae,mencegah virus bukan ppkm tidak mampu sama sia sia,negatif,-1
1049,Lia Marlia,setelah ppkm selesai langsung beritanya covid menurun pasien sembuh wisma atlet kosong,netral,0
1050,Ilham Maulana,korban rakyat kecil,negatif,-1
1051,Bang Frays,mundur pak jokowi tidak mampu hanya menyusahkan rakyat,negatif,-1
1052,arif rakhman,rumit masyarakat buat pemerintah,negatif,-1
1053,jenggo jenggo,bisa tidak memenuhi kebutuhan warganya jangan dibebani warga,negatif,-1
1054,jenggo jenggo,percuma solusi digunakan,negatif,-1
1055,Doni Rafa,heran setelah ada vaksin terjangkit semakin banyak kadang tidak masuk akal,negatif,-1
1056,andi fadilah,buat vaksin,netral,0
1057,corolla,lucu bangsa masyarakat sudah vaksin usaha ditutupi dibatasi bisa buat aturan tiap pengunjung mall perbelanjaan besar hotel tempat wisata wajib menunjukkan surat vaksin sebelum masuk jadi warga tidak mungkin asal masuk kesana tidak ada surat vaksin kurang bijak berhenti vaksin tempat usaha tempat wisata ditutup perkantoran ditutup pabrik ditutup buat vaksin tidak berguna,negatif,-1
1058,Aken Hary,ppkm berlanjut sampai lebaran haji lebaran haji ppkm selesai covid hilang sejenak bangsat,negatif,-1
1059,Farel Setiawan,tidak bisa menekan penyebaran bagaimana,netral,0
1060,Ardy Zeta,habis ppkm nanti namanya vaksin datang ambil ppkm darurat aneh negeri dagelan,negatif,-1
1061,Ricky H,pelaksanaannya tidak tegas percuma selama penegakannya tajam bawah tumpul atas perusahaan melanggar dibiarkan warung warung melanggar ditutup,negatif,-1
1062,mp5k,kasihan pebisnis sudah berharap tahun bisa pulih bisnisnya,netral,0
1063,Iyan Iyan,setelah psbb ada ppkm tahun depan,netral,0
1064,mrasya arraihan27,subsidi penuh masih ada keluyuran langsung tindak tegas,positif,1
1065,Oppo A3s,dulu udah lanjut ada hasilnya tidak rakyat kelaparan perutnya,netral,0
1066,Sutopo Official,pemerintah buat ppkm pasti udah mikir dampak baiknya depan,positif,1
1067,Hery Sugito Hadiwijaya Sapto,pabrik rokok miras signifikan terkait covid seharusnya pabrik rokok miras ditutup saat bulan pertama pandemi pemerintah tidak adil,negatif,-1
1068,Du-Lure Mancing,anggaran covid dihilangkan pasti covid berkurang situasi darurat pasti anggaran naik rakyat kecil seperti senang anggaran dihentikan top Ã°Ã¿ â xd berhenti anggaran tidak penting rawan korupsi indonesia paham,positif,1
1069,Priyanto Hernowo,tanda tanda corona hilang,netral,0
1070,Nita 123,mantap biar covid cepat hilang akal sehat,positif,1
1071,Hendrie Sebo,anggaran habis covid habis bisa normal kembali,netral,0
1072,Melly Kusminah,baguslah berhenti tahun menuju pilpres dana covid berhenti ppn ibu bersalin pendidikan anak bahan sembako jokowi kena pajak melasi masyarakat kelas bawah hasil ketika pasan buruh tani bisa kena dampak semua kena pajak,negatif,-1
1073,ari ahok,mantap corona hilang sendirinya,netral,0
1074,Riski Maulana,benar berhenti nanti covid hilang sendiri,positif,1
1075,Lukman Hakim,mantap aturan pemerintahâ¦,positif,1
1076,sri yuda,bagus buat tim medis tiadakan takut permainkan para medis,positif,1
1077,Asin 1sih.3no,warga mau bersama hancurkan pcr alatnya pasti tidak ada corona,negatif,-1
1078,Fe101 Melawan sistem zalim,baru mantap,positif,1
1079,Teddy Mulyana,pasti hilang covid indonesia sudah tidak kasih dana,positif,1
1080,safina anhita,dananya rugi berarti tidak lama corona habis sebaiknya jujur lebih baik,positif,1
1081,Rey Jo,kemana uangnya,netral,0
1082,Fadil Sempai,berita covid hanya kedok banyak permainan politik,negatif,-1
1083,Izatul Mahya,dana apapun tentu seluruh penggunanya rakus seperti korupsi,negatif,-1
1084,MAS HENDS AJA,mantap covid hilang selamanya soalnya dana sudah habis korupsi covid mengincar uang bukan manusia,negatif,-1
1085,#PakBudi Lovers,hotel banyak fasilitas pemerintah belum pakai mesti hotel masih bisa anggaran buat beli tambahan vitamin,negatif,-1
1086,Praga rajo indo,habis korupsi sekali,negatif,-1
1087,Sigit Purnomo,aduh ngapain isolasi harus dihotel rumah bisa duitnya bisa dialihkan alokasi lebih bermanfaat tenaga kesehatan makin kesini seperti aji mumpung minta fasilitas bagus minta gaji besar minta insentif besar dampak covid bukan undang undang gengsi pindah hotel wisma rusun jujur kadang tenaga kesehatan puskesmas rsu lambat kerjanya pasien antri lama sudah gitu judes sering mengalami tidak tahu tidak semua kejadian sering alami tidak puskesmas rsu lebih baik klinik puskesmas rsu tenaga kesehatan garda depan butuh tenaga kesehatan jangan aji mumpung kedampak bukan sendiri disyukuri masih bisa kerja banyak stres tidak bisa kerja efek covid,netral,0
1088,Adam Jorgie,berhenti dana yakin normal indonesia,netral,0
1089,Ahmad .S,habis uang corona hilang,netral,0
1090,Octavianto Zaki,salah satu negara termiskin asia tenggara anggaran habis wajar,negatif,-1
1091,Eka Park,mantap Ã°Ã¿ â xd dana habis corona hilang betul tidak,positif,1
1092,zyan,mampus,negatif,-1
1093,Abit Abitbiankia,tidak ada dana covid hilang kaya,netral,0
1094,Amin Yusfi,betul pemerintah biar tidak ada permainan covid,positif,1
1095,Mohamad Arif,setuju sumpah yakin adanya aturan covid dijamin hilang indonesia,positif,1
1096,Nayya Az-Zahra,dana habis covid hilang setuju sama pemerintah sekali,positif,1
1097,Bos Candra,benar hapus setuju biar lebih hati hati banyak salah guna daerah,positif,1
1098,Wan Ried,uangnya sudah habis semua buang seleweng sana sini pertanyakan bagaimana nasib iblis korupsi bantuan sosial sekarang,negatif,-1
1099,mumus,semoga musibah cepat berlalu,netral,0
1100,wahyu di,arab sibuk perang sini sibuk covid,netral,0
1101,Shovie ajja,dana pasien covid berhenti semoga corona langsung hilang muka bumi,positif,1
1102,Sri Sudarini,asal rakyat jangan dibikin stres imun naik,netral,0
1103,Jacked and Ripped,berikutnya vaksin masih gratis tidak,netral,0
1104,Abdi Sukma,sebentar covid berakhir,netral,0
1105,Khurotul aini Binti sofyan,virus corona langsung pergi indonesia takut,netral,0
1106,Liatajadulu,udah mending dananya buat bantuin masyarakat butuh modal buat jualan udah pemutusan hubungan kerja kena covid,positif,1
1107,SURYA SENJA STORY,banyak berita pasien covid tenaga kesehatan rumah sakit tidak covid,negatif,-1
1108,Mesi Deni Geovani,bagus berhenti biar covid cepat pergi indonesia jadi lahan bisnis,positif,1
1109,okemokemdanokem pjs,bentar covid hilang,netral,0
1110,linda ayusita,semoga covid segera hilang muka bumi termasuk indonesia tercinta,netral,0
1111,Cenny Ratu,akhirnya habis uang biar tidak gila gila makan uang haram,positif,1
1112,Andri Adryan,tidak peduli sekali,negatif,-1
1113,Te Wiz,akhirnya setelah covid hilang,netral,0
1114,Nisa Anisa,semoga keadaan kehidupan seperti semula jujur lebih baik,netral,0
1115,Deni Mild,kemungkinan bakal hilang berarti karantina,netral,0
1116,pretty girl,negara udah mulai bangkrut tidak punya uang,negatif,-1
1117,adhie family's,membuat tenaga kesehatan kejar target berbondong bondong data covid sudah berhenti pasti malas,positif,1
1118,Derry Kertarajasa,bunuh rakyatnya biar kenyang raup beli kapal perang begal kapal orang laut sana,negatif,-1
1119,hacker white,rumah sakit semakin sakit,netral,0
1120,Zainal Inal,semoga anggaran covid tidak ada mau berobat udah bakalan tidak ragu rsud,netral,0
1121,Galen Len,mantap mantap mantap,positif,1
1122,Yunus Pml,mampus sekarang baru bingung mampus,negatif,-1
1123,Feny Anggriani,istirahat rumah heran asal protokol kesehatan benar istirahat rumah masing buang anggaran,negatif,-1
1124,Mul Yadi,dana habis corona kabur cari hutang,netral,0
1125,Aislahul Fikri 75,sudah ada untungnya covid orang,netral,0
1126,Elisabet,dana isolasi pasien covid berhenti sebab dimanipulasi bukan tenaga kesehatan dana isolasi tenaga kesehatan dikembalikan pemprov enak tidak urus covid mengelola uang proyek kasihan tenaga kesehatan masyarakat tidak mengerti,negatif,-1
1127,yuan,pandemi berat bagusnya mungkin pasien otg dibiarin istirahat rumah diawasi sama seperti luar negeri supaya tidak jadi beban negara youtube orang indonesia tahu gejala ringan suruh istirahat rumah diawasi diberi obat sudah ditunjuk kadang dokter bisa rumah,positif,1
1128,Eny Salim,kasihan tugas satgas satu tahun tidak dibayar sama sekali cuma janji,negatif,-1
1129,Esroom Loen,sudah waktunya corona berakhir,netral,0
1130,Hartatik Tatik,percaya covid hilang indonesia,netral,0
1131,Yud Madi,penyakit cari,negatif,-1
1132,Seminggu Yg lalu,mungkin kebanyakan cluster kuli Ã¢ÅÅ,netral,0
1133,9373JAKARTA VISIT,covid penyakit bisnis membunuh bisnis diantara waktu tenaga uang angka kematian bertambah jangan bicara uang haram,negatif,-1
1134,Bobby Prasetiyo,perangi corona jangan mau tipu setuju silahkan balas komentar,positif,1
1135,Sayniee Phone,mudah apbn apbd sumber tidak berhenti pemerintah penanganan corona,positif,1
1136,mati konyol,makan uang,negatif,-1
1137,Reza Septiana,pemerintah sedang kehabisan uang,netral,0
1138,itz cutE girL^-^,honor isentif relawan masih tertahan dana mulai menipis semoga masyarakat tahu semakin banyak kasus covid bukan berarti ada keuntungn salah satu pihak,negatif,-1
1139,Fahrial Milano,dulu covid konspirasi,netral,0
1140,Abdul Hamid,artinya mungkin covid sudah hilang uang negara sudah habis sampai sembako kenakan pajak,netral,0
1141,abang calm3056,bentar selesai dulu berhenti dana,positif,1
1142,ayin suastini,semoga masalah covid berhenti,netral,0
1143,rahan channel,seharusnya pemerintah pakai kekuatan sipil edukasi masyarakat terkait covid aktifkan tenaga penyuluh aktifkan dosen lakukan sosialisasi terkait covid aktifkan tokoh agama tokoh masyarakat sosialisasi bahaya covid protokol kesehatan,positif,1
1144,ryuki zoldyck,udah biarin tidak perlu melibatkan pemerintah orang tidak mau atur sepele sama covid,positif,1
1145,Poncowolo Bambang,tidak percaya covid datang rumah sakit lihat orang pusing megap megap menahan sakit dada lemas,positif,1
1146,Gigo Aryan,tutup tempat mencari nafkah psbb dirumahkan tidak kerja tidak punya penghasilan terima kasih bosan sekali,negatif,-1
1147,Dewi Dewi,sedih benar saat isolasi tidak kasih obat takuti benar rujuk rumah sakit biarkan tidak kasih obat,netral,0
1148,jay ever,semprot jalan gang perkantoran apartemen sudah banyak tidak laku daerah tidak salah tahun sudah banyak jalan gang pemukiman kantor apartemen sudah tidak disemprot utamanya daerah kosentrasi disinfektan harus cek original cek protokol harus perhatikan tim covid standar penyemprotan sesuai protokol berapa hari tidak tahu,positif,1
1149,Ogi Apri,tidak setuju serius tidak koar koar minta ampun sini hajatan hiburan malam masih tidur kerjanya,negatif,-1
