id,username,text,sentimen,label
189,Scooter INDEPENDEN,"Masukan Masyarakat tidak di dengar sama pemerintah, jadi ya sudah kita juga masyarakat tidak mau patuh arahan pemerintah",negatif,-1
190,Violla Metalia,Bencana apapun di indonesia selalu di manfaatkan pemerintah. Kan kesempatan dana cair,negatif,-1
191,jordan,Corona itu ga ada gw ga percaya,negatif,-1
192,Satrio Elang,Semoga Corona cepat berakhir,netral,0
193,Ibnu Uhuy,CORONA DI INDO MAKIN PARAH,netral,0
194,esha natasya,"Corona yg besar beritanya,,, corona jadi ajang unjuk kekuatan yg punya kekuasaan dan jabatan,,",negatif,-1
195,Abu Solichin,"Ada yg salah sepertinya pak dalam penanganan covid ini, dana yg cukup besar terserap di rmh sakit dan pemakaman.",negatif,-1
196,Jaki Saputra,"padahal pemerintah udah berusaha yang terbaik, tapi sikap masyarakat nya tdk disiplin",positif,1
197,yogi listi,Maaf bapak pejabat. Karena pandemi dan aturan nikahan sy diundur karena usaha saya omsetnya menurun dan otomatis mengurangi jumlah tabungan saya.,netral,0
198,yogi listi,"tolong kepada pemerintah cepat atasi pandemi ini agar rakyat merasa aman dan kembali normal, kami rakyat siap patuhi aturan pemerintah",positif,1
199,Bagus Suryanata07,"ayo kita bunuh virus dengan menyemprotkan desinfektan ke aspal.
tetap terapkan protokol kesehatan dengan gunakan jam malam supaya tidak ada orang yg kluar rumah",positif,1
200,Agung Prasetyo,"ngomong kok ga jelas.. kalo masukan rakyat didengarkan pemerintah ga akan sampai meluas seperti ini virus covid di indo, sekarang sudah telat semua",negatif,-1
201,Me hmm idk,COVID tidak bahaya kok.. kita hanya di tipu sama pemerintah,negatif,-1
202,taufik chainel taufik chainel,selagi masarakat yang gak disiplin dan tidak mematuhi protokol  3 m maka corona mangkin bertambah marilah kita patuhi pelaturan pemerintah pusat daerah  dan kecamatan,positif,1
203,Anto arkan bima,"Bisnis oknum oknum tertentu...
Semua penyakit dicaplok korona semua...",negatif,-1
204,refi iman,"Penyelesaian masalah dari semua ini adalah ,berhenti di lakukan protokol ,berhenti test , berhenti semuanya
Karna sesungguhnya ini infodemik bukan pandemik, semua permainan data statistik , karna belum ada data yg benar2 bisa di percaya",negatif,-1
205,Arfino Fino,Virus ini kalo blm ganti persiden blm akan habis… kalo dah ganti persiden pasti pada saling debat akan tidak mempercayai covit pasti itu,negatif,-1
206,Forseven Knight,Rakyat sudah pintar,netral,0
207,Slonong Boy,"Bulshit. Data korona seperti data pemilu, menipu",negatif,-1
208,Haris Azhari,Pembahasan penanganan ATAU membuat projek bisnis baru ke masyarakat...,negatif,-1
209,Matthew Timothy O.,indonesia akan menyusul kasus covid di iran (gk beda jauh) karena pemerintah yang gak tegas dalam atasi virus ini,negatif,-1
210,Drain Khanna,"W yakin mau bagaimana pun penanganannya, covid akan selalu ada semumur hidup. Meskipun covid hilang, data yg kena covid akan selalu tambah. Karena yg penting ada uang utk oknum2 tertentu...",negatif,-1
211,BANGARIF,"bapak terhormat Tolong kalo psbb jangan menghadang orang keluar susah payah dah kayak gitu. Solusi ku cukup pom bensin diseluruh Indonesia ditutup berapa Minggu, Saya yakin covid 19 akan berkurang",positif,1
212,kencot official,"lockdown akan membunuh rakyat miskin, dipikir gampang apa ya cari kerja",negatif,-1
213,reza w,"punya menteri kesehatan kok gini banget ya, lambat banget kerjanya",negatif,-1
214,Reihan Aprilia,Stop insentif covid n BLT berbagai jenis bantuan yakin pasti turun dengan sendirinya,negatif,-1
215,Reihan Aprilia,"Selama masih ada uang insentif covid pasti banyak pasien yg di covid kan ,coba kalo insentif nakes di hapus pasti jumlah pasien covid akan berkurang, selama uang Masih mengalir penyakit ini pasti ada",negatif,-1
216,Bagus Basuki,"Corona hoax, jangan mau di tipu sama pemerintah",negatif,-1
217,Z.Pratama Uki,"halah pemerintah Cuma bisa nya keluarkan aturan, tapi lihat orang kaya masih bisa seenaknya liburan ke luar negeri",negatif,-1
218,Bermain bersama BERLY,Luar negri aja udah clubing Indonesia malah banyak pembodohan,negatif,-1
219,Soni Sunarya,Mendingan demo aja atau pilkada pasti covid sepi kaya kemarin ... Skrng ada fucksin malah covid rame apa ini pembodohan?,negatif,-1
220,Zoee Tube,"Permisi mau tanya , covid itu apa yah?",netral,0
221,Muhammad radhitya,"Kasus Indonesia hampir satu juta
Yg pantes saat saya jalan sepi",netral,0
222,Subekhan Chennel,jangan pernah begituan Ingat sebenar nya covid itu tidak ada itu cuma gara gara orang yg besar kan corona ingat jangan takut corona kenapa harus takut corona,negatif,-1
223,KECIPIR HIJAU,"STOP PANDEMI
STOP TEST PCR SWAB
STOP PEMBERITAAN COVID19
STOP VAKSIN BERBAHAYA
STOP LOCKDOWN PSBB PPKM
BUKA LAGI SEKOLAH TOKO KANTOR DAN RESTORAN",negatif,-1
224,Dinda rahma fitria,Gw takut dana nya menyeleweng ke orang yg salah,positif,1
225,Abu Solichin,Kesadaran prokes masyarakat perlu ditingkatkan,positif,1
226,Kekpri 99,"Hari ini tetangga mati krn kanker payudara di vonis Corona..  anak nya ngamuk di rumah sakit krn ga terima di vonis corona, berarti sudah ada penipuan disini",negatif,-1
227,GB S,Jgn lupa provokasi di sosial media mesti di beres kan. Banyak yg seneng rakyat kena covid.,positif,1
228,bachtiar rofiky,"Sudah terlambat penanganan pemerintah, rakyat sudah semakin menderita",negatif,-1
229,Luu Uutt,"Telat BPJS aja masih amburadul, undang undang  masih melanggar hak asasi manusia, ",negatif,-1
230,cindysis,Mentri nya aja terpapar ngga mw ngomong kapan bisa selesai masalah  NEGARA ini,negatif,-1
231,Luu Uutt,"Serius nanya apakah yg sembuh emang benar benar sembuh total?
Dan apa saja gejala gejala pasien di nyatakan sembuh.

",netral,0
232,Losdraelyn Beasttank,semoga pandemi cepat berlalu...,netral,0
233,Agung Ngurah Wiguna,Semoga dengan kegiatan vaksin semoga semua masyarakat indonesia sehat kembali terutama yang rentan dapat terlindungi ,positif,1
234,Bimo Adityo,tetep aja ga ada solusi penekanan penyebaran,negatif,-1
235,Achmad Charis,"Sampai kiamat ga bakalan kelar urusan copid, biar pun vaksin sudah ada, karena sejatinya copid skrng sudah ladang usaha dan bisnis, dan pemerintah pun suka dgn adanya copid",negatif,-1
236,Erni Erni,Lockdown saja seluru Indo pasti akan turun corona,positif,1
237,Bang Djaja10,Ini semua salah Anis hahaha,negatif,-1
238,Kadek Budi,"Pemerintah harusnya buktikan jangan ngomong doang,,,",negatif,-1
239,Ida 190781,Nyaris 1 juta tapi sekolah gue ngadin PKL sedangkan gue baru kena covid bagaimana saranya,netral,0
240,Andika Yrki,Berita palsu para tikus negara.. .segitu banyaknya yg sakit dmn aja y... ga jelas,negatif,-1
241,Mohammad Andi Akbar,Penanganan? Kok gak berefek,negatif,-1
242,Rian Astrid,Korona terus di besar   besarin    bagaimana nanti anak sekolah  mau jadi apa,negatif,-1
243,Jaka M sulaimain,Semoga segera berakhir,netral,0
244,Harmi Febrita,Skrg apa usaha pemerintah angka 100 rb blm turun udh new normal,negatif,-1
245,Kefin Kefin,"Cara mencegah corona
1. Cuci tangan yang bersih
2. Patuhi pemerintah
3. Jaga kebersihan
4. Jangan bersin sembarangan
5. Tingkatkan daya tahan tubuh. Stamina tubuh harus ditingkatkan
6. Pakai masker saat diperlukan, misalnya saat jalan keluar rumah ketika diperlukan
7. Di rumah aja. untuk meminimalisir penyebaran Corona
8. Berdiskusi dengan pemerintah, misalnya Bapak kita, RT, LURAH, untuk menyiagakan pengamanan, perketatan desa / kota
9. Kalau sakit, cepat berobat
10. Berdo'a",positif,1
246,CR Store,"Kok kurang serius banget ya Pemerintah menangani wabah Covid19. Sombong dan angkuh banget, nanti kalau Indonesia hampir lebih 50% Penduduknya terinfeksi Covid19 baru bisa tersadar tuh !!!",negatif,-1
247,some one,"Mungkin sedikit koreksi, istilah terpapar itu kepada siapa saja, respon yg berbeda2 tergantung   kondisi masing2 orang, yg tua , yg punya penyakit bawaan tertentu, yg sedang lemah imunnya tentu lebih beresiko. Sedang yg Kuat, muda, bukan tdk bisa terpapar, tpi respon bisa lebih baik sembuh sendiri, tpi bisa juga jdi berbahaya buat orang lain jika jadi OTG. 
Kuncinya Test, test, test. Selama belum ditemukan obat apa lagi vaksin. ",netral,0
248,lenho sinaga,Netizen mah paling bener .,netral,0
249,KÃ¤lis Entertainment,"Semakin banyak pemeriksaan dan titik pemeriksaan Covid-19, semakin besar pula risiko penularan baik bagi tim medis, orang yang diperiksa, maupun orang yang berada di sekitar pada saat itu karena di sana pasti terjadi pergerakan (interaksi) orang yang berdekatan. ",negatif,-1
250,KÃ¤lis Entertainment,Memperbanyak pemeriksaan swab maupun antigen bukan lah cara yang benar untuk mencegah penyebaran covid19,negatif,-1
251,KÃ¤lis Entertainment,"Penanganan Covid-19 yang efektif akan mempercepat kasus ini berakhir. Jadi tolong masyarakat ayo sama2 patuhi anjuran pemerintah, agar covid segera selesai",positif,1
252,hartono jay,"pemerintah Ga bakal mampu atasi covid ini, yakin karena kerjanya lambat dan gak tegas sama aturan",negatif,-1
253,Keiko A.B,klo otg gmn ???,netral,0
254,Keiko A.B,kok tidak ada dpr mpr pejabat yg mulai bantu,negatif,-1
255,Trisnowati Ari,Semoga  virus corona cepat  menghilang,netral,0
256,Sutrisno Flores,Tidak  masuk akal bahwa orang yg terjangkit virus corona tetap sehat tanpa gejala  dan bisa menularkan virus tsb .,negatif,-1
257,Aminu7p7p77p0din Ahmad,20:15 contoh pembodohan publik. terlihat sudah pemerintah membohongi kita selama ini,negatif,-1
258,Mochamad Tio Ardiyanto,"udah tau ada kelompok tanpa gejala, tapi gak tes massal. punya solusi kok gak jelas, percuma pemerintah keluarkan aturan ini itu tapi hasilnya gak ada",negatif,-1
259,Julius Rahanra,"Seharusnya semua komponen bangsa harus disiplin taat kebijakan, petunjuk dan arahan Jokowi Presiden RI. dalam setiap situasi",positif,1
260,Sabdopandito Ratu,"Sebelum bicara cerna dulu karna malaikat merekam suara anda pak, jangan hanya kebanyakan janji palsu",negatif,-1
261,John Lewis,Emang lambat... pemerintah harus tingkatkan lagi biaya bagi atasi corona,negatif,-1
262,Sky Love,ngomong sih enak ya pak.. gimana klo anggaran buat DPR dan MPR di kurangi buat rakyat? jgn saran yg aneh2 pak..,negatif,-1
263,nice filsafat,"Apd terbatas, tenaga medis terbatas, tempat  karantina terbatas, mungkin juga anggaran tak memadai.
pemerintah sepertinya tutup mata melihat kondisi indonesia saat ini",negatif,-1
264,nice filsafat,semoga para medis tetap sehat dan selamat dalam melakukan tugasnya yang sangat mulia,netral,0
265,Jack Sparrow,"dari awal corona masuk, smpe sekarang gak bisa bersatu, punya presiden dan pemerintah kok bego banget ya",negatif,-1
266,muhammad alif nugroho,Doakan corona lenyap saja dan patuhi aturan dari pemerintah,positif,1
267,rizal channel,Usir aja lah aku setuju demi kesehatan masyarakat indonesia kasian yg gk mudik,positif,1
268,Dolor Lawas,"Indonesia harus juga kirim bantuan medis ke India, di sana juga banyak wni, kasian",positif,1
269,Nira Zahida,"tetap aja solusi pemerintah sudah terlambat, korban meninggal sudah banyak :(",negatif,-1
270,Jame Ong, Kalau warga india di izin kan masuk ke indo berarti mau  mematikan semua orang indonesia,negatif,-1
271,akmal official,"Adu nyimak aja.... 
Moga negeri ini aman",netral,0
272,Elina Freissy Falguni,"sudah terlambat pak.. udah berkeliaran tuh org india di indonesia,, ",negatif,-1
273,í˜œìš”,Kanapa india bisa masuk indonesia ? Dan kenapa mudik dilarang,negatif,-1
274,Bintara Arjuna,Ini bukan saat nya nyalahin pemerintah yg kejebolan ratusan orang tapi lebih mengedepankan prokes yg baik . ,positif,1
275,Sojou sojou,"bego, Kalau Udh pada masuk baru bilangnya stop turis asing
",negatif,-1
276,Sagiri - Chan,"Negara Lucu, pemerintah nya lemah",negatif,-1
277,PUDI ARDILLAS,"Telat pak, makanya kerja yang benar dan tegas dong, dasar pemerintahan yg lemah",negatif,-1
278,Diaz Eky,"negara dagelan,pemerintah nya membodohi rakyat nya, miris banget",negatif,-1
279,MT,Pemerintah yang ga cepet tanggap tangkal virus dari luar.. ,negatif,-1
280,MT,"Udh telat, Harusnya lebih jeli dong kalau urusan kayak gini gini.. Ini kan kerja sama kemenhub, kemenlu, kemenkes",negatif,-1
281,Felix Keyz,Tutup total semua penerbangan lebih baik...,positif,1
282,Wacucal Jawi,"Itu orang INDIA DATENG KE INDO.. KOK BOLEH?????
Udah datang 100 baru di tutup. Yang gila tuh siapa",negatif,-1
283,wisnu kurniawan,tolong jangan pulkam sayangi keluarga kalian berdoa saja untuk mereka yg jauh dari kita semoga diberi kesehatan ,positif,1
284,Didik Pati,Selalu saja pemerintah indo terlambat menetapkan aturan,negatif,-1
285,wrey channel,"kebiasaan indonesia, wna udh msuk baru di stop, lah kmaren knp gk lngsng deportasi lagi ke india,, malah bawa ke hotel ",negatif,-1
286,Jazonz Dileza,Lockdown saja orang dari india pak. Sudah cukup penderitaan kita selama ini.,positif,1
287,Yulianuto _,WN india udah masuk ke indonesia ya telat pak.. ,negatif,-1
288,iyanks Lukman,Pengen ketawa lepas lihat kinerja pemerintah yang super lambat ini,negatif,-1
289,Security Department,"mantap pak, saya dukung terus aturan pemerintah demi diri saya dan orang lain",positif,1
290,Agunk Ramadhan,"Terkadang sya bingung sendiri... sekolah yg orngnya hanya itu2 sja di liburin tapi ko hajatan yg bnyak orng baru yg dtang dan berkumpul ko di bolehin. dan kasihan juga bagi yg ekonominya bnr2 dibawah bngt smnjak ada corona ini, demi untuk bisa bljar bahkan hrus rela mnjual padi yang hnya ckup buat mkan demi untk beli hp",negatif,-1
291,some one,"Pemerintah Indo ambil sikap penyelesaian wabah ini dengan cara sendiri, pendekatannya lebih ke ekonomi dan politik. 
Pendekatannya samasekali bukan science. 
Pemerintah kita tetep yakin penanganan wabah ini cukup dengan phisical distancing, melarang acara kerumunan, pake masker tanpa harus mengorbankan ekonomi. 
Tidak terpikir itu soal testing sebagai cara ampuh utk menemukan, mengidentifikasi, dan memilah orang di dalam populasi mana yg positip dan mana yg negatip. 
Di negara lain sudah lebih dulu sadar bahwa testing itu segalanya dalam penanganan wabah ini sebelum obat atau vaccine ditemukan.",negatif,-1
292,some one,"Pemerintah Indo terlalu bodoh ambil sikap penyelesaian wabah ini dengan cara sendiri, pendekatannya lebih ke ekonomi dan politik. ",negatif,-1
293,Aco Fay,"percuma urus virus, virus2 yang dulu saja berlalu dengan sendirinya,,,",negatif,-1
294,Lukito Sari,"Gak ada satu pun hal positif yg disampaikan pemerintah, bahkan utk menyemangati "" optimis "" saja harus dgn syarat, bukan ajakan utk bersemangat menanggulangi bersama. ",negatif,-1
295,John Shandy,"Sebenarnya dari pemerintah jga seharusnya keluarkan dana untuk kebutuhan hari2 rakyat, bukan cuma kasih solusi yang gak jelas gini",negatif,-1
296,Pew Gaming,Ayo Semua warga indonesia Bersatu lawan covid-19 Dengan Cara Mengikuti anjuran pemerintah agar wabah ini segera berakhir amin,positif,1
297,zayn muhd,"Pemerintah Indonesia gagal total dalam menangani kasus covid ini, keluarkan aturan yang gak jelas dan gak tepat sasaran",negatif,-1
298,Wulan Ayu Sekar Arum,semoga RAMADHAN TANPA CORONA,netral,0
299,monica windiar,kayaknya PSBB gak ada gunanya,negatif,-1
300,Limitlessrabbit23,kebijakan selalu ada pro & kontra.. negara2 lain pun kewalahan.. bukan saatnya sibuk ribut2 kebijakan.. saatnya turun kelapangan.. banyak rakyat yg butuh bantuan ,negatif,-1
301,sam haji,Pentingnya pengawasan dan terus melakukan audit investigasi sebagai bentuk antisipasi kebocoran keuangan negara .,positif,1
302,David Waras,Pengawasan dan sistem nya gimana utk dana tsb bu agar tepat sasaran dan tdk ada penyelewengan oleh oknum2. ,positif,1
303,David Waras,selama ini pemerintah mengeluarkan dana bantuan sekian Triliun tp knp masih banyak yg merasa tdk terbantu. percuma aturan dibuat tapi pemerintah kurang memperhatikan ,negatif,-1
304,Sultan Abussalam Arif,sepertinya akan HUTANG LAGI ...,negatif,-1
305,Odha lolowuri,Semoga amanah dgn anggarannya,positif,1
306,beternak ayam broiler,"Mudah mudahan gak ada yang korupsi dana bantuan covid ini ya Allah ,indonesia kuat",positif,1
307,Funx Goaran14,"anggaran 1 Triliun tapi Di tasikmalaya nakes pake jas hujan menanggulangi pasien kena virus corona, Malu lah sama negara lain..",negatif,-1
308,Antastp Channel,Kurang itu buk seharusnya proyek infrastruktur untuk kementrian PU dan proyek APBN dan APBD dikurangi dan dana itu digelontorkan untuk biaya penanggulangan virus corona sehingga daerah daerah yang rawan bisa di lockdown karna hanya 1 triliun saya rasa jauh dari kurang,negatif,-1
309,bunga lili,semoga dana nya nggak dikorupsi....,positif,1
310,sihnanto rahtu,pemindahan ibukota lebih penting,netral,0
311,jamaludin bangun priyadi,Kalo semuanya tepat guna uang segitu cukup. Mari dukung negara lawan virus Corona. ,positif,1
312,cing cangklung,moga2 gk ada yg mau korupsi nih dana,positif,1
313,Falen Yovi,"Luar biasa.... wabah corona kek gini pun bisa kalian korupsi, miris",negatif,-1
314,Abang Modar krn Jihader,Ngutang lagi bu sama komunis... ayo... ngutang.. jgn repot...,negatif,-1
315,Sinta Irwanti,Perang sama virus corona  seluruh dunia optimis manusia pasti menang,netral,0
316,Mh M,"Dah telat tuh, harusnya di lockdown dari awal, sekarang selamatkan diri masing- masing",negatif,-1
317,Mobility Prime,nilai rupiahnya hancur.. uang segitu mah buat beli permen aja biar rakyat senang... dah tau mata uang kita kelas teri suruh tanding sama mata uang kelas kakap.,negatif,-1
318,Eleven,"Masker saja ga ada dimana2
Di jakarta",negatif,-1
319,Sovia Santoso,mantap... Rencana nya ...semoga pelaksanaan Realnya berjalan dgn baik... mantep,positif,1
